('mihr', ['gâlib', 'ver', 'gül', 'çeşm', 'dil', 'aşk', 'cân', 'gel', 'zülf', 'leb'])
('kîl', ['seng', 'kayd', 'râz', 'târîh', 'kadr', 'derûn', 'peymâne', 'hümâ', 'vahdet', 'nol'])
('laht', ['temâşâ', 'üstün', 'esîr', 'dehr', 'tekrâr', 'ara', 'katl', 'şûh', 'nisbet', 'hâr'])
('şerha', ['ayagına', 'sıfât', 'tefe’’ül', 'âvâze', 'selîm’e', 'gülbank', 'nâzenin', 'ârâmgâh', 'gezerken', 'sıgmaz'])
('benzet', ['cemî', 'etmeie', 'bî-hûde', 'dîger-gûn', 'yeridir', 'sudan', 'olmakdadır', 'kıyâm', 'osmân', 'eren'])
('perîşan', ['recâ', 'etmege', 'pâyân', 'idim', 'havf', 'âşiyân', 'küşâd', 'nergis', 'akla', 'seher'])
('müje', ['tavr', 'rû', 'belâ', 'bîmâr', 'arş', 'nev', 'efend', 'zîr', 'halka', 'şeh'])
('gâm', ['hûn', 'pertev', 'cûy', 'ned', 'hôş', 'tîr', 'ets', 'şemşîr', 'demş', 'etme'])
('işret', ['safâ-yı', 'şem’', 'himmet', 'pîr', 'dah', 'subh', 'nefes', 'gülzâr', 'etme', 'geç'])
('garîb', ['târîh', 'mâ', 'ruh', 'cennet', 'bâl', 'olamaz', 'ned', 'heyh', 'yeter', 'mecnûn'])
('yaka', ['cevvâl', 'celî', 'nâs', 'söylem', 'gerdş', 'tecrübe', 'cşte', 'olmâz', 'degişmem', 'müzâb'])
('nâle', ['nutk', 'gün', 'sîne', 'san', 'dil', 'gâlib', 'nigeh', 'cihân', 'zülf', 'sultân'])
('müstaid', ['garaz', 'kes', 'hûn', 'harîm', 'serv', 'hâzret', 'matbah', 'tâk', 'hemîşe', 'çerâgân'])
('güçlük', ['tecellî', 'matlab', 'giryân', 'halk', 'huld', 'dâg', 'mâ', 'âfâk', 'cây', 'gürûh'])
('vals', ['râz', 'haste', 'dilim', 'ruh', 'dâg', 'adem', 'feryâd', 'külâh', 'git', 'zamân'])
('hasâret', ['mânend', 'müşkil', 'âyîneden', 'çâh', 'gösteri', 'cem', 'arz', 'revân', 'bedel', 'leşker'])
('illet', ['dâir', 'edince', 'etmeye', 'târîhini', 'neyleyim', 'vîrâne', 'fark', 'misâl', 'girye', 'merd'])
('müseddes', ['sebz-âb', 'pîr-', 'gâfil', 'bâlâ-rev', 'sebû', 'tecerrüd', 'hem-çü', 'zebâne', 'alur', 'ayaiın'])
('mahmûd', ['devrân', 'eyleyip', 'resm', 'fikr', 'ömr', 'hayret', 'ban', 'gör', 'gûyâ', 'düş'])
('mücerred', ['iam', 'oldugu', 'huşk', 'küşâd', 'çekme', 'eyâ', 'rab', 'bîgâne', 'misâl', 'taht'])
('hutbe', ['va’desiz', 'mînâsı', 'pûhte', 'asâ', 'hafak', 'evrâk', 'ilmi', 'yürek', 'maâş', 'pây-mâl'])
('minber', ['sâhil', 'meydân', 'şâm', 'nefy', 'şöhret', 'siyâh', 'nümâyân', 'per', 'cevr', 'cemâl'])
('tutu', ['sevâd', 'kemân', 'dey', 'âftâb', 'bâg', 'hân', 'felek', 'vasl', 'yâd', 're’y'])
('cezâ', ['dîvâr', 'lâne', 'hayli', 'kulzüm', 'levh', 'etmede', 'hâ', 'hatâ', 'perver', 'gark'])
('gülbank', ['olay', 'çal', 'yetş', 'meşrik', 'pûhte', 'ferş', 'reg', 'mukîm', 'ara', 'bun'])
('nebî', ['şeş', 'câdû', 'pâ', 'post-n', 'cihet', 'anâsır', '\x17erîf', 'mînâ-yı', 'zihn', 'ma’nâ'])
('şefâat', ['devâ', 'bil-cümle', 'görürüz', 'nidâ-yı', 'sakf', 'iltifât', 'teslîm', 'füzûn', 'zenbûr', 'âyîneyi'])
('dal', ['olduium', 're’y', 'pür', 'cûy', 'bâb', 'egerçi', 'yaraş', 'idrâk', 'cây', 'niyâz'])
('yit', ['handânım', 'veyâ', 'intihâb', 'cskender', 'acz', 'şehper', 'zelîhâ-yı', 'vaz', 'be-çeşm', 'deger'])
('hazer', ['sahn', 'olmâz', 'şikest', 'eyleyen', 'kat', 'vücûd', 'ferâi', 'edez', 'fitne', 'bes'])
('urup', ['tutâr', 'idim', 'handân', 'insâf', 'çekme', 'şem', 'efzûn', 'kahr', 'âgâh', 'vâlide'])
('yak', ['pertev', 'ehl', 'tut', 'mıdır', 'âyîn', 'yâr', 'feyz', 'hudâ', 'bahâr', 'gül'])
('özle', ['ekber', 'ma’nâyı', 'etdiii', 'sebeb', 'vâr', 'sendendir', 'deşt', 'kandîl', 'şeş-cihet', 'b-'])
('vahşet', ['âheng', 'nutk', 'gonce', 'bak', 'hayâl', 'şems', 'h', 'hazret', 'yâr', 'hurşîd'])
('hasta', ['rû', 'yan', 'safâ', 'sâf', 'vasf', 'bâl', 'tut', 'şarâb', 'hân', 'dest'])
('ma’reke', ['şâh-râh', 'katı', 'füshat', 'teh', 'çekş', 'mürekkeb', 'sübha', 'âzâr', 'talîm', 'yaz'])
('tekdîr', ['eder', 'şâdâb', 'sıhhat', 'makbûl', 'günde', 'işit', 'devâ', 'mahâbbet', 'tîre', 'berâber'])
('fedâ', ['değeriş', 'zencîr', 'vakt', 'deiil', 'çerâg', 'mest', 'hurşîd', 'neş’e', 'pür', 'şarâb'])
('mâhî', ['bez', 'hârih', 'mustafâ', 'sâhib', 'mesned', 'neşr', 'katre', 'ferâi', 'velî', 'tevfîk'])
('intizâr', ['esîr', 'azm', 'âşikâr', 'dûş', 'bîgâne', 'â', 'etdigi', 'şeref', 'lafz', 'nefes'])
('hep', ['meydân', 'allâh', 'd', 'midi', 'reşk', 'vahdet', 'esrâr', 'cenâb', 'gün', 'hayâl'])
('hulâsa', ['isti’dâdım', 'emân', 'yakı', 'heme', 'ferve', 'demek', 'mevc-âver', 'efsâne', 'sürh', 'kudd'])
('zühd', ['dî', 'mevc', 'rûz', 'âyîn', 'zülf', 'hasret', 'vücûd', 'etmek', 'gün', 'mehtâb'])
('tabl', ['kod', 'kemân', 'asl', 'mehd', 'tertîb', 'levh', 'güft', 'şerh', 'sakın', 'âyîneden'])
('kamu', ['muhâl', 'sadef', 'bedr', 'iklîm', 'uyu', 'dürû', 'ma’rifet', 'edâ-yı', 'red', 'huld'])
('tenhâ', ['gelş', 'feryâd', 'rengîn', 'nây', 'olduium', 'tab’', 'ahmed', 'himmet', 'câm', 'baht'])
('hüviyyet', ['farz', 'duâ-yı', 'tahsîn', 'müşkil', 'beyt', 'etmege', 'harem', 'mısrâ', 'hôş', 'misâl'])
('bidâyet', ['hoşnûd', 'kâtil', 'hûy', 'firâvân', 'mevc-âver', 'hûn-rîzine', 'mukîm', 'gâl', 'nâkıs', 'ye'])
('sû', ['nedîm', 'ah', 'mehbit', 'müjgânı', 'hayretiz', 'şuâ’ıyla', 'dirîg', 'kâkum', 'savt', 'muciz'])
('mahrem', ['gülistân', 'iste', 'kef', 'sirişk', 'mir’ât', 'kâgıd', 'vâlâ', 'peymâne', 'oldugun', 'melek'])
('benlik', ['sürûr', 'yat', 'istingâ', 'şehr', 'etfâl', 'erjeng', 'ser-â-ser', 'ebubekr', 'bî-şübhe', 'müdür'])
('vehm', ['makâl', 'cihâd', 'ka’b', 'isti’dâdım', 'cild', 'hûd', 'görünce', 'nîzâm', 'semt', 'gaznevî'])
('bulan', ['erjenge', 'harâbât', 'nâzenin', 'eylemekdir', 'hafz', 'nakkâd', 'gülgül', 'hurrem', 'mîrden', 'bâbil’den'])
('teklîf', ['râşid', 'a’zam', 'azamet', 'mînâ-yı', 'nimet', 'an', 'keyfi', 'cem’', 'nusret', 'firâvân'])
('hilâf', ['perest', 'hall', 'elhân', 'şif', 'şehâ', 'halâvet', 'sâhil-hâneyi', 'benefşe', 'rem', 'zühhâd'])
('özr', ['vâiz', 'evliyâ', 'dün', 'dûd', 'edeb', 'feth', 'halk', 'gele', 'hemîşe', 'vahdet'])
('meyhâne', ['yâhûd', 'bes', 'penbe', 'tevfîk', 'çâk', 'mısra', 'çerâgân', 'cûd', 'bili', 'revân'])
('pend', ['cerîde', 'şikâyet', 'deni', 'misk', 'enîn', 'âbd', 'bî-karâra', 'süllem', 'gündüzün', 'sa’âdetdir'])
('atm', ['edînce', 'inâyet', 'hayâlât', 'sîneçâk', 'nâmûs', 'hûn-hârın', 'ahlâk', 'ber-dâr', 'pûşîde', 'etmezem'])
('fuzûlî', ['sefer', 'dede’n', 'etmişler', 'zümürrüd', 'pesendîde', 'bûbekr', 'tâb’a', 'kudsî', 'bildik', 'menba’'])
('izâr', ['fettân', 'idim', 'haşr', 'dâir', 'sipâh', 'cki', 'mestûr', 'kâm', 'eylez', 'etsem'])
('füsûn', ['manî', 'olduiun', 'hicrân', 'siyeh', 'sûret', 'hançer', 'mazmûn', 'asl', 'hatt', 'sırr'])
('fülfül', ['ahter', 'müeyyedsin', 'nevâ', 'zâhir', 'mûsikâr', 'gama', 'sâh', 'mamûr', 'isbât', 'rengin'])
('semîn', ['tevfik', 'hazîn', 'dest-bürd', 'intihâ', 'meveddet', 'ziyâ', 'suhan-gû', 'eltâf', 'netîce', 'kimseye'])
('firkat', ['seyr', 'şûh', 'san', 'bul', 'hüsn', 'tavr', 'ruhsâr', 'şâh', 'çeşm', 'bîmâr'])
('seyreyle', ['mûr', 'peygamber', 'gülbânk', 'derrâk', 'tenezzül', 'anâsır', 'havâs', 'cilve-ger', 'ah', 'etmekde'])
('öldür', ['hâlis', 'sevdâ-yı', 'etmeye', 'rek', 'hakîm', 'kâm-yâb', 'kemend', 'kudûm', 'fasl', 'kısmet'])
('nar', ['arslan', 'sûsen', 'nefs', 'istimdâd', 'iltifat', 'hâhid', 'meş’al', 'akar', 'olmaya', 'tasdîk'])
('merg', ['levh', 'ruh', 'kâşâne', 'bun', 'gir', 'târ', 'nigeh', 'gayret', 'sünbül', 'ihsân'])
('bai', ['vuslat', 'hâk', 'hezâr', 'rütbe', 'şevk', 'iste', 'etme', 'felek', 'meh', 'hüner'])
('sihr', ['hüner', 'siyeh', 'edez', 'hurşîd', 'hemân', 'nâm', 'gonce', 'hâzret', 'ruh', 'mevc'])
('şâdân', ['âlûd', 'cslâma', 'âhar-', 'neyzen', 'râ\x17', 'şehr', 'tâir', 'hazer', 'nâfile', 'ayaia'])
('bîdâd', ['girdâb', 'tevhîd', 'amân', 'vasf', 'hân', 'hak', 'dilim', 'cünûn', 'hayâl', 'fikr'])
('nahvet', ['şi’r', 'tahsîn', 'azamet', 'habâb', 'bî-amân', 'asker', 'hûn-rîzin', 'hiss', 'zuhûr', 'pîş'])
('kâzib', ['degişmem', 'bîhûde', 'osmân', 'şeker', 'olurken', 'âyine', 'çalı', 'gönlünde', 'pesendîde', 'hâmil'])
('imtihân', ['çerâgân', 'bakı', 'âgûş', 'tertîb', 'nâzar', 'anla', 'şerh', 'midi', 'zer', 'feryâd'])
('mebzûl', ['âsitân', 'ayni', 'hasretiz', 'sayıkla', 'zihn', 'hûh', 'sendedir', 'deiildir', 'muntazır', 'câmî'])
('dırâz', ['ayân', 'handân', 'hall', 'zühd', 'olmâz', 'ejder', 'sirâyet', 'muri', 'davâ', 'kıyâs'])
('sürh', ['dîvâne', 'bûy', 'berk', 'mevlâ', 'ruh', 'çarh', 'düş', 'gör', 'bili', 'efend'])
('andelîb', ['çekme', 'cilve-gâh', 'eyleyemem', 'düzd', 'neş’et', 'tecellâya', 'eşyâ', 'serd', 'kana', 'hem-reng'])
('teeddüb', ['cslâm', 'olduiudur', 'yye', 'neş’e-dâr', 'bedîd', 'âyât', 'açar', 'tarf', 'nâfile', 'seyreyle'])
('âşina', ['tâb’ımın', 'sarı', 'şâl', 'dedimse', 'dü-çeşm', 'bâzîçe', 'temkîn', 'câiz', 'hüşk', 'çîde'])
('hükmi', ['mahzûz', 'zühhâd', 'şâyân', 'nigâr', 'hazîn', 'sûziş', 'eltâf', 'destâr', 'k', 'nedâmet'])
('sitâre', ['kuvvet', 'deiil', 'tanbûr', 'meclis', 'fakr', 'yol', 'sitem', 'mesrûr', 'belâ', 'murg'])
('sava', ['derrâk', 'kâ’be', 'vade', 'ata', 'baykara’dan', 'hehr', 'pîrâne', 'mei', 'nush', 'sala'])
('ilmi', ['zeyn', 'tecdîd', 'mustafâ', 'târîk', 'yeter', 'dendân', 'vâsıl', 'hûş', 'recâ', 'â'])
('nâzım', ['kaş', 'havâs', 'tercî-', 'ara', 'garrâ', 'ân-be-ân', 'peygûle', 'kettân', 'mukaddem', 'hünkâr'])
('milk', ['la’l', 'hâzret', 'çemen', 'bak', 'rû', 'ömr', 'mahabbet', 'gûyâ', 'eyleyip', 'ver'])
('a’zam', ['âşûb', 'mısra', 'mevlânâdır', 'nusret', 'ez-cümle', 'zerre', 'şeh', 'çeşme', 'maksûd', 'hemîşe'])
('kirâm', ['sipend', 'sûd', 'tavsîf', 'dûr', 'hisâb', 'döner', 'esîr', 'nâ-mevcûd', 'giryân', 'kusûr'])
('yoldaş', ['direng', 'subh-dem', 'bâlâ-rev', 'mecâz', 'tarab', 'adâsı', 'manâdır', 'ilâh', 'tâ-be', 'cinân'])
('imâm', ['etrâf', 'çü', 'galat', 'bîgâne', 'pây', 'haşr', 'saltanat', 'gayb', 'teşne', 'tanbûr'])
('şâkird', ['zamîr', 'endîşeye', 'degile', 'vüs’at', 'düzd', 'dervîş', 'gâyet', 'zülfikâr', 'zübde', 'fıtrat'])
('dürdâne', ['civân', 'işret', 'tûtî', 'hey', 'hevâ-yı', 'mahz', 'târîhini', 'cedvel', 'deryâ', 'târz'])
('güftâr', ['gön', 'dü', 'nefes', 'gönül', 'cism', 'halka', 'meclis', 'nigâh', 'âh', 'anı'])
('düzd', ['misâl', 'mesnevî', 'hâme', 'zât', 'tîg', 'hak', 'cemâl', 'âl', 'rû', 'nakş'])
('sâhir', ['cilve', 'gûne', 'pâk', 'sırr', 'nâm', 'al', 'mânend', 'allâh', 'tab’', 'dilim'])
('ilticâ', ['savâb', 'harîm', 'işve', 'tûr', 'dergâh', 'sahbâ-yı', 'sünbüle', 'etmese', 'safâya', 'hudâvend'])
('şerm', ['sanmâ', 'sol', 'jengâr', 'ra’d', 'noktayı', 'ikrâh', 'pül', 'açdı', 'mihnet', 'hûr'])
('emîr', ['etmeye', 'rumûz', 'tîre', 'neşv', 'ecdâd', 'hayda', 'levhaşallâh', 'harbe', 'hîş', 'ûd'])
('bunca', ['eylemişlerdir', 'zâr', 'vakt', 'mâhtâb', 'ayn', 'şân', 'hayret', 'allâh', 'nâb', 'tîr'])
('riyâset', ['etdigi', 'emel', 'mükemmel', 'işit', 'muhâl', 'almadan', 'tur', 'zümre', 'katre', 'açıp'])
('olası', ['hayr', 'harf', 'kânûn', 'yeter', 'etfâl', 'mevlevî', 'şevket', 'hayf', 'efser', 'cem’'])
('zinhâr', ['destûr', 'kâm-yâb', 'dimâg', 'eier', 'mansıb', 'nefy', 'riyâz', 'muhâl', 'selîm’in', 'burc'])
('hüzn', ['gerd', 'ummân', 'şem', 'neş’e', 'bülend', 'koy', 'etdin', 'merd', 'edâ', 'hayli'])
('gâyet', ['teng', 'bûy', 'devrân', 'gehî', 'ol', 'eyleyip', 'gâh', 'hîç', 'terk', 'söyle'])
('had', ['sefer', 'hâcet', 'zâd', 'taş', 'sagar', 'sâhir', 'dermân', 'üstâd', 'gerdiş', 'sürme'])
('ferdâ', ['cûd', 'asker', 'nefes', 'sünbül', 'râh', 'baş', 'âftâb', 'man', 'gerdûn', 'bâl'])
('key', ['yârân', 'sürh', 'nişân', 'devri', 'ko', 'zer', 'davâ', 'merâm', 'hitâb', 'hümâ'])
('gecele', ['tâkat', 'çeşme-sâr', 'kerre', 'vâr', 'cnâyet', 'şûhûn', 'tây', 'bârekallâh', 'heybet', 'kâ’be'])
('üftâde', ['târîhd', 'tasvîr', 'makâm', 'seyf', 'kâkül', 'sadef', 'helâk', 'revzen', 'irfân', 'monlâ-yı'])
('âmâde', ['bedel', 'bâz', 'hâmil', 'kanı', '\x17ehîd', 'tavâf', 'ârâm', 'revân', 'cezâ', 'aldı'])
('zerk', ['bildik', 'târîhini', 'tâlib', 'takdîm', 'halvet', 'hitâb', 'meslûl', 'kelâm', 'tûl', 'def’'])
('sâlûs', ['hye', 'garaz', 'kalbî', 'keştî', 'âgûş', 'dâm', 'haml', 'yûsuf', 'nâzar', 'nol'])
('âlâyiş', ['güneş', 'yâdigâr', 'peyvestedir', 'vâlih', 'asâ', 'güm', 'rikâb', 'şûr', 'kilîd', 'gülüdür'])
('şâl', ['mis', 'evreng', 'olmayasın', 'bugün', 'yeter', 'nâr', 'billâh', 'nagme', 'helâk', 'mevlevîleriz'])
('haber', ['cevher', 'karz', 'sitem', 'bahr', 'gün', 'şems', 'hançer', 'hân', 'nigeh', 'gevher'])
('râst', ['nây', 'lâl', 'neyleyim', 'sal', 'girye', 'ara', 'söz', 'gûş', 'gonce', 'dâg'])
('dola', ['vâkıf', 'dâir', 'şûr', 'pîç', 'bedîd', 'bedel', 'yazı', 'sabr', 'ukde', 'târîh-'])
('lâ', ['hız', 'hâr', 'sûret', 'âyîn', 'seyr', 'b', 'münevver', 'vahdet', 'sıdk', 'leb'])
('zâlim', ['metîn', 'emvâc', 'veririz', 'mercân', 'tarîk', 'dâmân', 'şâhân', 'adl', 'tezerv', 'deiildir'])
('âşûb', ['gark', 'efendi', 'gam', 'geh', 'nergis', 'ikbâl', 'âb', 'bul', 'himmet', 'çarh'])
('bâlîn', ['dâg', 'ebrû', 'desem', 'bes', 'tekrâr', 'mevlâ', 'tevhîd', 'seyf', 'efend', 'behişt'])
('ah', ['münevver', 'mânend', 'allâh', '\x17erîf', 'ümîd', 'endîşe', 'evc', 'el-hak', 'gülzâr', 'nâm'])
('enîn', ['vefât', 'şehd', 'gülistân', 'menzil', 'medd', 'kat', 'kûşe', 'fenâ', 'sal', 'gûne'])
('dûn', ['kasr', 'şîr', 'cism', 'mehtâb', 'sâl', 'mahabbet', 'gülşen', 'hurşîd', 'gamze', 'gam'])
('yana', ['himmet', 'dah', 'dest', 'aşk', 'safâ', 'mihr', 'gâlib', 'rûh', 'gül', 'gör'])
('uzat', ['metîn', 'cem’', 'iksîr', 'kûy', 'ad', 'takdîr', 'ten', 'gavvâs', 'müeyyedsin', 'elmâs'])
('bat', ['eylek', 'vahşet', 'binâ-yı', 'künc', 'şikâr', 'duâ', 'gelz', 'civân', 'kulzüm', 'tarf'])
('çâk', ['âşık', 'hâl', 'aşk', 'cân', 'dil', 'çeşm', 'meh', 'mâh', 'bahâr', 'gûyâ'])
('gözde', ['kân', 'dehen', 'kûh', 'bâb', 'meclis', 'gir', 'hayret', 'ned', 'gülzâr', 'katre'])
('şûm', ['lezîz', 'âhû', 'gedâ-yı', 'lâ’l', 'seylâb', 'tâvûs', 'nişân', 'ata', 'yek-pâre', 'gazab'])
('huy', ['çenâr', 'gavgâ', 'nukûş', 'nâdiredân', 'hevâ', 'etmezdi', 'destâr', 'geşt', 'mansûru', 'merdân'])
('sarhoş', ['deryûze', 'giy', 'etmeyen', 'dirîi', 'nücûmun', 'merkad', 'ihtimâl', 'esîr', 'târîhd', 'terbiye'])
('anma', ['gülistân', 'cânib', 'iksîr', 'kitâb', 'vîrâne', 'kabûl', 'aks', 'kaplam', 'lâne', 'râz'])
('sâil', ['umûr', 'ankâ', 'davâ', 'tûfân', 'terbiye', 'âyet', 'şevket', 'tarîkat', 'fettân', 'ruhsâr'])
('azâb', ['boş', 'zîbâ', 'cûbâr', 'yoiise', 'şerîfin', 'nev-îcâd', 'katâr', 'suâl', 'humbara-endâz', 'ind'])
('pul', ['dâver', 'nakd', 'esbâb', 'çemen', 'ümmîd', 'hicrân', 'kerâmet', 'ahmed', 'hems', 'hevk'])
('hamîde', ['mâil', 'hebnem', 'bâm', 'cinân', 'takdîr', 'inâyet', 'medh', 'libâs', 'şehr', 'yeni'])
('kad', ['nihâl', 'ümmîd', 'hâmûş', 'muntazır', 'iklîm', 'bâr', 'ruh', 'sûzş', 'kelâm', 'göster'])
('tecerrüd', ['reşk', 'gir', 'serv', 'alır', 'sabâh', '-', 'naza', 'hâb', 'nâzar', 'kâkül'])
('nâmî', ['kuvvet', 'kâşif', 'kasd', 'bulun', 'meded', 'habâb', 'elem', 'sadr', 'yevm', 'düz'])
('derle', ['mevc', 'göz', 'câm', 'felek', 'düş', 'ömr', 'mihr', 'gül', 'mey', 'çeşm'])
('giriftâr', ['rind', 'zerre', 'ümmîd', 'beste', 'yana', 'sad', 'fermân', 'mecnûn', 'niyâz', 'girye'])
('âzâr', ['tîr', 'dâm', 'deiil', 'nigâh', 'şîşe', 'rû', 'b', 'bak', 'gün', 'mıdır'])
('şehlâ', ['par', 'mûy', 'ölü', 'ma’nî', 'vüs’at', 'sebeb', 'ta’mîr', 'çerâgân', 'zer', 'râhmet'])
('gavgâ', ['bâde', 'mısrâ', 'yârân', 'yâhûd', 'âsân', 'beyhân', 'büt', 'hârih', 'sâl', 'ömr'])
('îhâm', ['alâmet', 'zül-celâl', 'peşîmân', 'duâm', 'birer', 'lü’lü', 'bî-rayb', 'itâb', 'çârüm', 'besle'])
('mecrûh', ['elvân', 'mestânelik', 'mutrib', 'âdâb', 'dendân', 'mansûru', 'bîna-yı', 'minkâr', 'billûr', 'zîbâ'])
('müdür', ['hîz', 'mesken', 'yeridir', 'etmeyip', 'basîret', 'tâb-âver', 'dünyâda', 'minber', 'günde', 'benlik'])
('dûd', ['şâh', 'âh', 'dî', 'suhan', 'âşık', 'nâz', 'subh', 'ver', 'gülşen', 'kal'])
('seyyâle', ['revân', 'nes', 'işve', 'bûd', 'ders', 'meydân', 'degile', 'dilân', 'güçlük', 'gülgûn'])
('husûf', ['azîzim', 'monlâda', 'zehr-âlûd', 'hass', 'hâtıf', 'dayan', 'hasîr', 'sır', 'âdâb', 'demâdem'])
('hâle', ['dünya', 'nev-târh', 'şam', 'tebdîl', 'müstesnâ', 'mısın', 'yanık', 'cefâ-yı', 'mukâbil', 'içer'])
('itikâd', ['çöz', 'ayaia', 'nefesle', 'hûnbâr', 'pür-nûr', 'anâsır', 'şîre', 'etmeyen', 'mebhas', 'gıdâ-yı'])
('nizâ', ['tekye', 'vâlâ-yı', 'kün', 'etmişdir', 'naimelerin', 'ıyân', 'ekşi', 'lebâleb', 'hâlâtihî', 'debdebe'])
('hemdem', ['takrîr', 'lafz', 'dön', 'bûy', 'mâ', 'ned', 'felek', 'fitne', 'maksûd', 'bahâr'])
('yaş', ['ruhsâr', 'kilk', 'sıddîk', 'fenâ', 'jâle', 'hümâ-yı', 'gûne', 'bahş', 'saf', 'sadâ-yı'])
('tâs', ['pûşîde', 'fakîr', 'şâyeste', 'felegin', 'gülâb', 'tahammül', 'meskûn', 'müstemendim', 'dervîşân', 'hırâm'])
('neşter', ['ûd', 'sâf', 'dol', 'bâz', 'tâk', 'nev-bahâr', 'sirişk', 'bahş', 'sıhhat', 'dâne'])
('vâiz', ['kasr', 'bahâr', 'nefes', 'sûret', 'şem’', 'hüsnü', 'hat', 'la’l', 'cemâl', 'derd'])
('düşnâm', ['keşmîr', 'galat', 'çi', 'olmâz', 'âbâd', 'sürh', 'humâr', 'sâz', 'cedîd', 'hârih'])
('zebûn', ['al', 'ümmîd', 'perçem', 'rûh', 'kasr', 'gülşen', 'zîr', 'efendi', 'tîg', 'çık'])
('hîş', ['pîş', 'uyu', 'târz', 'eier', 'kâm-yâb', 'kadeh', '\x17erîf', 'nevâ', 'kayd', 'safha'])
('kâmyâb', ['kad', 'giyâh', 'kork', 'kulun', 'keç', 'gider', 'kod', 'nas', 'efgân', 'akla'])
('fırsat', ['akreb', 'f-', 'eyvân', 'gümüş', 'has', 'ebyât', 'farz', 'hayrân', 'cihâd', 'kaş'])
('utan', ['sâhib-nisâb', 'idim', 'gümrâh', 'vâlide', 'tîre', 'çekş', 'merdân', 'şerâr', 'debdebe', 'şehd'])
('hayli', ['hüner', 'gelir', 'per', 'esrâr', 'gark', 'âteş', 'cây', 'âlem', 'çek', 'sipihr'])
('sarı', ['fursat', 'sâhib-kırân', 'tâhir', 'izâr', 'mushaf', 'tevbe', 'r-', 'g', 'velâdet', 'an'])
('düzdîde', ['izz', 'bez', 'sadâ-yı', 'kişver', 'mutlak', 'selîm’in', 'dîg', 'ferş', 'gayb', 'tol'])
('uyan', ['gülsitân', 'tekbîr', 'bâm', 'mihnet', 'nefs', 'ayak', 'kesi', 'kâf', 'gazel-', 'şeyh'])
('şehd', ['resm', 'tıfl', 'şevk', 'dûd', 'nutk', 'bâb', 'nihân', 'gürûh', 'subh', 'nigâh'])
('ibret', ['esâs', 'kışla', 'kavl', 'kay', 'deryâ-yı', 'â', 'r-', 'odur', 'üstâd', 'nevâ-yı'])
('rakîb', ['eriş', 'keder', 'mısr', 'dem', 'değeriz', 'ten', 'dilber', 'sal', 'odur', 'bîdâr'])
('ekşi', ['şeref', 'hayrân', 'gece', 'âşiyân', 'temâşâ', 'ârâyiş', 'güft', 'seyl', 'muntazır', 'âyîneden'])
('itâb', ['peşîmân', 'hûn-hâr', 'dâd-ger', 'dil-keşe', 'ihtişâm', 'himem', 'nükte', 'seylâb', 'hafâ', 'hâher'])
('sun', ['ervâh', 'eyyâm', 'naza', 'şemşîr', 'kalem', 'tevhîd', 'manî', 'sitem', 'gazel-', 'şâhid'])
('nihâl', ['tut', 'ter', 'ruh', 'suhan', 'and', 'şeh', 'bahr', 'şem’', 'feyz', 'eyleyip'])
('mesken', ['telâş', 'penâh', 'hased', 'kâye-', 'dükeldir', 'sâlikân', 'bend-', 'gazâl', 'n\x17â', 'kıyâmet'])
('yelken', ['berâber', 'âmâl', 'cki', 'nigâr', 'medh', 'tecâhül', 'mü\x17ârun', 'târîk', 'velâyet', 'hem-çü'])
('mücrim', ['dâver', 'devâ', 'b-', 'iklîm', 'âr', 'adli', 'sîrâb', 'heb', 'sûr', 'reg'])
('bîd', ['nümâyândır', 'lâ’l', 'evlâd', 'men', 'evsâf', 'dilber', 'renc', 'yâhûd', 'cûy', 'hümâ-yı'])
('aldan', ['şevk', 'es’ad', 'mısrâ', 'heyh', 'eger', 'şeh', 'teşrîf', 'pây', 'kâkül', 'safha'])
('günü', ['mümkin', 'dildâr', 'kâmet', 'olduiun', 'tebessüm', 'şeref', 'ömer', 'ârâm', 'dehân', 'allâh'])
('bayram', ['me\x17hûr', 'boya', 'hevâ', 'yeti', 'sevdâ', 'tîre', 'hârih', 'dâr', 'işve', 'hâsılı'])
('imsâk', ['kandîl', 'sâhip-kırân', 'mızrâbı', 'kesret', 'elim', 'yakîn', 'magz', 'sabr', 'bil-cümle', 'milk'])
('atf', ['güdâz', 'nagme', 'mahşer', 'sol', 'hem’i', 'âhû-yı', 'yetş', 'lüknet', 'veyâ', 'zühre'])
('ken', ['hatâ', 'çü', 'hudâyâ', 'tohm', 'yeter', 'şâd', 'mahv', 'kebâb', 'makbûl', 'cây'])
('muhammes', ['felegin', 'kâkum', 'fîrûze', 'takvâ', 'hırz', 'evrâd', 'nazarız', 'gide', 'uçar', 'riyâzet'])
('kemyâb', ['sabr', 'hâşâ', 'ölü', 'sabâh', 'bîçâre', 'düşk', 'intizâr', 'nikâb', 'tecdîd', 'etdim'])
('künc', ['bat', 'kuluyuz', 'şâhî', 'hayretle', 'ebrûya', 'ankâ-yı', 'tahsîn', 'gördüiü', 'raksân', 'dil-hûn'])
('mübarek', ['telâş', 'ser-rişte', 'tahkîki', 'izhâr', 'mektûb', 'diyâr', 'edînce', 'bendegân', 'ko', 'bed-mest'])
('bâng', ['dün', 'mesîh', 'îş', 'sîm', 'dünyâya', 'es’edâ', 'hayr', 'mazhar', 'nûş', 'bâr'])
