('cûş', ['gülzâr', 'safâ-yı', 'dil-ber', 'sûret', 'dîvâne', 'yol', 'geç', 'şehr', 'sahn', 'gûyâ'])
('kemend', ['göz', 'cihân', 'kûy', 'yol', 'gam', 'mahabbet', 'safâ', 'gör', 'bâg', 'derd'])
('belâ', ['gel', 'dil', 'bâkî', 'gör', '‘aşk', 'yâr', 'gam', 'cân', 'baş', 'kıl'])
('bun', ['şem’', 'dehr', 'baş', 'dah', 'öldür', 'devr', 'bak', 'göz', 'hâk', 'dön'])
('hicâb', ['âyîn', 'bud', 'yaka', 'hüsnü', 'kul', 'çık', 'cihân', '‘arz', 'bezm', 'visâl'])
('zühd', ['çeng', 'leb', 'eger', 'beñzer', 'gonca', 'eşk', 'âsmân', 'ter', 'gör', 'hemân'])
('riyâ', ['çeşm', 'leb', 'câm', 'yâr', 'dîde', 'dön', 'la’l', '‘aşkuñ', 'yaş', 'gün'])
('kaç', ['bâkî', 'gülşen', 'cân', 'leb', '‘aşk', 'gel', 'gam', 'gül', 'la’l', 'baş'])
('dîvâr', ['yana', 'bud', 'mestâne', 'hicrân', 'tîr', 'siyâh', 'tîg', 'tol', 'cennet', 'nâr'])
('sihr', ['yut', 'tañ', 'hakkâ', 'geçz', 'halâs', 'seng', 'hâlet', 'şikest', 'rahmet', '‘aklı'])
('âyâ', ['‘izzet', 'takı', 'bula', 'ele', 'eyyâmıdur', 'mahbûb', 'ser-fürû', 'gird', 'selîm', 'dâgum'])
('şikâr', ['sipihr', 'derûn', 'mest', 'şevk', 'dûst', 'hatt', 'gamze', 'kân', 'baht', 'iç'])
('gülzâr', ['tut', 'belâ', 'cihân', 'dil', 'çeşm', 'baş', 'ruh', 'yâr', 'bâg', 'gün'])
('şerbet', ['fark', 'şem’', 'dök', 'katı', 'bahr', 'devr', 'pertev', 'gir', 'belâ', 'nûş'])
('yeşil', ['‘aynına', 'nâ-dân', 'hâsılı', 'nebât', 'ala', 'gayr', '‘izâr', 'gubâr', 'bilz', 'kasd'])
('resm', ['tîr', '‘âlem', 'nâb', 'yâr', 'bâkıyâ', 'mahabbet', 'gün', 'bâkî', 'belâ', 'tut'])
('bâzû', ['kenâr', 'kalem', 'dile', 'gülzâr', 'dîvâne', 'anı', 'zencîr', 'sultân', 'bud', 'şeb'])
('sadme', ['zerk', 'sar', 'nâfe', 'kabak', 'haber', 'neydügin', 'midür', 'reftâr', 'elif', 'vaktidür'])
('kerem', ['değeri', 'ruh', 'kûy', 'belâ', 'felek', 'çeker', 'gül', 'yâr', 'düş', 'çemen'])
('zamâne', ['sünbül', 'nazm', '‘âşık', 'zâr', 'ruhsâr', '‘âlem', 'yâr', 'bahr', 'mihr', 'âteş'])
('nazîr', ['öldür', 'erbâb', 'tîr', 'berg', 'tâb', 'vasf', 'anı', 'nâle', 'gamze', 'yol'])
('ala', ['hevâ', 'sabr', 'şehr', 'mıdur', 'terk', 'şem’', 'hâlet', 'baht', 'hançer', 'söyle'])
('hulk', ['dil-güşâ', '‘âlemüñ', 'kâfi', 'hevâ-yı', 'semt', 'cinân', 'sûfî', 'şi’r', 'müşg', 'agyâr'])
('ziyâde', ['hükm', 'câdû', 'müşkil', 'saltanat', 'riyâz', 'bisât', 'kâdir', 'bî-vefâ', 'perîşân', 'sahrâ-yı'])
('leyl', ['gül-gûn', 'pîr', 'hvâb', 'zîr', 'yüri', 'âvâze', 'harâb', 'göster', 'sa’âdet', 'minnet'])
('nehâr', ['seyl-âb', 'yara', 'la’', 'başlayalum', 'zamân', 'esrâr', 'zikr', 'sakla', 'şîve', 'gülistân'])
('diyâr', ['saç', 'göricek', 'seyr', 'gider', 'yit', 'revân', 'kadeh', 'değerik', 'sîne', 'zülf'])
('zulm', ['mevc', 'ikrâr', '‘aks', '‘aynına', 'hayret', 'seyl-âb', 'şîşe', 'âfâk', 'almaga', 'giceler'])
('rahm', ['bûy', '‘uşşâk', 'müje', 'meger', 'ten', 'hâlî', 'giryân', 'sal', 'virür', 'öldür'])
('takrîr', ['mutrib', 'endûh', '‘adl', 'âbdâr', 'hvâce', 'elmâs', 'hır', 'kurbân', 'hem-râh', 'dârâ'])
('nizâ', ['tab’', 'dûst', 'naza', 'âdem', 'eylem', 'vefâ', 'san', 'göz', 'yaş', 'bahs'])
('yana', ['serv', 'yol', 'ruh', 'dâg', 'la’l', 'ehl', 'dah', 'meclis', 'şâh', 'kûy'])
('eylem', ['bâd', 'kıl', 'gül', 'la’l', 'yâr', 'gün', 'yaş', 'leb', 'nâle', 'gam'])
('efendi', ['sultân', 'gamze', 'nâle', 'bezm', 'yâr', 'zülf', 'bâkî', 'bülbül', '‘âşık', '‘aceb'])
('mukayyed', ['vâ’iz', 'elde', 'mîve', 'pâdişâh', 'hilâl', 'resm', '‘aşkı', 'ehl', 'yana', 'cism'])
('kâr', ['mihr', 'nâb', '‘aşkuñ', 'âb', 'değeriz', 'eger', 'cân', 'üzre', 'gir', 'gör'])
('lîk', ['menzil', 'öldür', 'bun', 'get', 'metâ’', 'virür', 'gûyiyâ', 'sûfî', 'gazel', 'esîr'])
('izhâr', ['rakîb', 'künc', 'miyân', 'geç', 'ter', 'tur', 'kâkül', 'elinden', 'nakş', 'âteş'])
('heft', ['eyâ', 'mefâ’îlün', 'bula', 'zerk', 'sikender', 'niyâz', 'la’lîn', 'miskîn', 'zülâl', 'halâs'])
('emr', ['rahmet', 'bud', 'deryâ', '‘âlemde', 'dile', 'subh-dem', 'diyü', 'bûy', 'gizleş', 'sultân'])
('kubbe', ['etrâf', 'kazâ', 'üstindedür', 'i̇ki', 'âsmân', 'künc', 'zencîr', 'harâb', '‘uşşâk', 'rişte'])
('ezelî', ['inciz', 'tenhâ', 'meded', 'fazl', 'bûy', 'bilz', 'bahs', 'günbed', 'peykân', 'hvâce'])
('kenâr', ['sîne', 'çemen', 'cân', 'hüsn', 'âh', 'bâkî', 'gör', 'serv', 'âb', 'bâkıyâ'])
('lahza', ['âfitâb', 'perde', '‘âleme', '‘ârif', 'haber', 'tîg', 'dah', 'himmet', 'müje', 'kaşı'])
('ele', ['gam', 'cevr', '‘aceb', 'yâr', 'sâgar', 'bahr', 'kadd', 'leb', 'gel', 'vasl'])
('kîl', ['haber', 'gama', 'firâk', 'cânân', 'zevrak', 'kalem', 'şekl', 'bes', 'sür', 'ser-fürû'])
('meyl', ['dil', 'göñül', '‘aşkuñ', 'bâkî', 'meclis', 'bâg', 'kûy', 'cân', 'yâr', 'gül'])
('mertebe', ['rahmet', 'hicrân', 'kân', 'koy', 'ebr', 'hüsnü', 'dün', 'dildâr', 'minnet', 'dehân'])
('fursat', ['vücûd', 'bahs', 'bud', 'zemîn', 'dit', 'devlet', 'değeriz', 'gâyet', 'mânend', 'virür'])
('sür', ['güzel', 'âb', 'san', 'tur', '‘âşık', 'derd', 'bâkî', 'gün', 'âh', 'yaz'])
('künc', ['bâg', 'dil-ber', 'dil', 'la’l', '‘aşk', 'belâ', 'cân', 'safâ', 'bâkî', 'kıl'])
('gayret', ['demidür', 'nakd', 'na’l', 'nişâne', 'kalb', 'bâgda', 'zîbâ', 'çeki', 'çerâg', 'rûşen'])
('hal', ['eyâ', 'sadâ-yı', 'incin', 'firâk', 'sevâd', 'sûr', 'dâm', 'pâye', 'mecrûh', 'tak'])
('haber', ['üzre', 'gülşen', 'çeşm', 'yâr', 'kûy', '‘aşk', 'belâ', 'cân', 'gün', 'bâkî'])
('terâne', ['dil-sitân', 'elif', 'vuslat', 'gez', 'kad', 'başla', 'zamânıdur', 'h', 'ya’nî', 'haste'])
('kulak', ['bülbül', 'safâ', 'şûh', 'gûyâ', 'hâl', 'vasf', 'nâle', 'tîr', 'meclis', 'düş'])
('fakîr', ['zuhûr', 'allâhı', 'siper', 'haylî', 'hazân', 'dâmân', 'bâz', 'mülki', 'aglar', '.'])
('sitem', ['kadeh', 'şikest', 'katı', 'nakd', 'mest', 'ten', 'tîr', 'nihâl', 'dile', 'şemşîr'])
('velî', ['mâh', 'gün', 'yâr', 'hâk', 'mey', 'cân', 'bâkî', 'âh', 'dil', 'dön'])
('gâyet', ['mihr', 'câm', 'cân', 'gamze', 'hâk', 'iste', 'cihân', 'bâkî', 'dil', 'meclis'])
('semend', ['bâg', 'katı', 'üzre', 'dâg', 'sâgar', 'zahm', 'devlet', 'dil', 'revân', 'çemen'])
('cevr', ['bâkî', 'cân', 'gam', 'câm', 'yâr', '‘aşk', 'dil', 'çemen', 'hâk', 'felek'])
('meded', ['ruh', 'kıl', 'yit', 'tut', 'bâkî', 'hâk', 'zülf', 'yaş', 'gonca', 'düş'])
('huld', ['pâyân', 'mihmân', 'ata', 'nahl', 'bilş', 'kadr', 'bülend', 'pîr', 'ney', 'halâs'])
('kûy', ['dil', 'üzre', 'yâr', '‘aşk', 'cân', 'gül', 'bâkî', 'hâk', 'gör', 'bâg'])
('ceres', ['muhtâc', 'penbe', 'ham', 'nâ-geh', 'i̇ki', 'harâb', 'göñlümi', '‘ârif', 'çeki', 'encüm'])
('halka', ['bâd', 'felek', 'yâr', 'bülbül', 'gam', 'kıl', 'zülf', 'mâh', 'dil', 'sîne'])
('büt', ['yüri', 'rind', 'eger', 'gevher', 'meger', 'yâd', 'lâl', 'sabâ', 'zîr', 'cûy'])
('kol', ['kâmet', 'bâgda', 'yaz', 'şevk', 'meger', 'râh', '‘aceb', 'cânân', 'iç', 'felek'])
('şikeste', ['sâgar', 'hecr', 'zâr', 'şem’', 'san', 'anı', '‘aşk', 'ruhsâr', 'devrân', 'gam'])
('müje', ['vasl', 'dil', 'çek', 'seyr', 'bülbül', 'tâze', '‘aşkuñ', 'eger', 'mâh', 'dîde'])
('firâvân', ['zerd', 'vasl', 'mest', 'nâle', 'pâk', 'berg', 'açı', 'kal', 'nihâl', 'tâb'])
('mâ', ['kalem', '‘aşka', 'şarâb', 'sünbül', 'geçe', 'safâ', 'çeşm', 'şâh', 'san', 'vefâ'])
('pes', ['elmâs', 'izhâr', '‘aynına', 'hâlî', 'demidür', 'nizâ', 'üftâde', 'nakd', '‘aks', 'yâsemen'])
('tarz', ['şekl', 'tenhâ', 'pür-nûr', 'açuk', 'sanavber', 'nisbet', 'kasd', 'bîmâr', 'hezâr', 'derdmend'])
('niyyet', ['kulak', 'saltanat', 'nev', 'elde', 'ebr', 'zamân', 'haber', 'gözle', 'kalb', 'yir'])
('ferhunde', ['‘âlemde', 'husrev', 'ezel', 'beñzer', 'değeriz', 'bend', 'zencîr', 'mihnet', 'âsmân', 'çemen'])
('kıble', ['bul', '‘aceb', 'hayâl', 'cânân', 'gamze', 'bil', 'gam', 'yâr', 'âh', '‘âlem'])
('gavgâ', ['âdem', 'dehr', 'söyle', 'kaç', 'âhir', 'ter', 'dil-ber', 'kadd', '‘aşkuñ', 'sultân'])
('kese', ['pençe', 'sor', 'câh', '‘izzet', 'deşt', 'ele', 'genc', 'deryâ', 'edâ', 'cây'])
('hakk', ['dön', 'dök', 'gül', '‘aşkuñ', 'kenâr', 'dîde', 'çeşm', 'hâl', 'üzre', 'âhir'])
('kelâm', ['revân', 'riyâ', 'sabr', 'nây', '‘âleme', 'rengîn', 'sâkî', 'yan', 'rûzgâr', 'hançer'])
('hâtem', ['hatt', 'nisbet', 'taht', 'gâh', 'sâkıyâ', 'bülbül', 'tur', 'tâze', 'hâl', 'pâk'])
('müddet', ['şeb-nem', 'vaktidür', 'başla', 'zerre', 'cem', 'ezel', 'nükte', '‘âkil', 'iñen', 'dil-bere'])
('memleket', ['kasd', 'hûbân', 'kimseye', 'rahmet', 'degüldür', 'hâlet', 'bend', 'odur', 'dil-rübâ', 'çeşme'])
('halk', ['üzre', '‘aceb', 'bülbül', 'bâkî', 'çeker', 'yâr', 'kûy', 'âh', 'serv', 'mâh'])
('mâlik', ['kaş', 'penbe', 'yana', 'encüm', 'tol', 'değerik', 'şeydâ', 'görz', 'diyü', 'kerem'])
('âzâde', ['evin', 'fenn', 'gamıyla', 'müşg', 'siyeh', 'kap', 'dil-rübâ', 'nûş', 'savt', 'devri'])
('pîr', ['yâr', 'gül', 'gel', 'gün', 'meclis', 'câm', 'cân', 'ter', 'felek', 'mey'])
('hadd', ['gel', 'geçe', 'kıl', 'yaş', 'serv', 'kâmet', 'gör', 'yâr', 'zülf', 'ruh'])
('müyesser', ['yara', 'nây', 'gez', 'seher', 'hûrşîd', 'elem', 'boy', 'velî', 'rûh', 'yan'])
('tarâvet', ['hüner', 'çekme', 'almaga', 'haste', 'kana', 'başla', 'kâr', 'şehr', 'üftâde', 'sar'])
('şükr', ['dürüst', 'mâliküz', 'metâ’', 'bedr', 'hokka', 'mülki', 'ser-fürû', 'nâm', 'şîşe', 'sıhhat'])
('kâfi', ['cefâ', 'hat', 'baş', 'âh', 'dehr', 'cihân', 'çeşm', 'göñül', 'eşk', 'rûy'])
('güzel', ['yâr', 'câm', 'bâkî', 'dil', 'sîne', 'hüsn', 'gör', 'âh', 'mâh', 'çeşm'])
('behey', ['gark', 'cilve', 'kevser', 'dervîş', 'vir', 'hevâ-yı', 'hakk', 'esîr', 'dâglar', 'dem-â-dem'])
('anla', ['kesb', 'gavgâ', 'yutdugum', 'gaflet', 'sâhib-kırân', 'kana', 'dâm', 'müşg', 'hem-dem', 'hâlî'])
('enfâs', ['yüri', 'hüsn', 'değeriz', 'baht', 'visâl', 'devrân', 'nihâl', 'dehr', 'saç', 'bâ’is'])
('sûr', ['nâzük', 'esîr', 'deger', 'gerdûn', 'kâr', 'güher', 'bâkîye', 'beste', 'cennet', 'bud'])
('âdem', ['kal', 'câm', 'felek', 'hâk', 'gamze', 'mâh', 'şarâb', 'gün', 'san', 'dil'])
('âsûde', ['gavgâ', 'toz', 'şehâ', 'kadr', 'ta’n', 'bürrân', 'âdem', 'tutar', 'âfet', 'söyle'])
('ihyâ', ['miskîn', 'teng', 'denî', 'servi', 'harâret', 'hâsıl', 'müje', 'ban', 'âhû', 'ser-gerdân'])
('git', ['kan', 'yit', 'dön', 'gamze', 'göz', 'göñül', 'dehr', 'gün', 'la’l', 'gök'])
('vech', ['seyl', 'tap', 'sahbâ', 'hazân', '‘âkıbet', 'dâg', 'âdem', 'gerekse', 'ahvâl', 'velî'])
('buyur', ['sahr', 'k’ola', 'müşg-bâr', 'meh-likâ', 'süreyyâdur', 'n’olsa', 'akd', 'kavs', 'hudâya', 'beyt'])
('kumâş', ['pûlâd', 'kandîl', 'süre', 'zâhir', 'h', 'mecnûn', 'mülk', 'gül-gûn', 'câdû', 'hayâ'])
('etrâf', ['güzel', 'nâb', 'vakt', 'zahm', 'künc', '‘aşkuñ', 'bâkıyâ', 'meclis', 'âhir', 'dehr'])
('menzil', ['gün', 'yaş', 'gör', 'bend', 'zerd', 'kâmet', 'üzre', 'kıl', 'hecr', 'cân'])
('yat', ['göñül', 'bezm', 'kıl', 'hâl', 'gül', 'câm', 'beñzer', 'üzre', 'gör', 'gûyâ'])
('kıyâm', ['pür-safâ', 'karâr', 'cihân-nümâ-yı', 'gedâ-yı', 'riyâz', 'şâhvâr', 'mehveş', 'kur’a', 'ahdar', 'dendân'])
('şek', ['savt', 'gaflet', 'kulak', 'hûr', 'dâm', 'cilve', 'gelz', 'öldür', 'ihtiyâr', 'ayagı'])
('zevk', ['gün', '‘âşık', 'seyr', 'pâk', 'dil', 'nâle', 'yan', 'bul', 'sâgar', 'zerd'])
('fasl', ['saf', 'saç', 'söz', 'cefâ', '‘aceb', 'râh', '‘âşık', 'serv', 'dâ’im', 'sîne'])
('rûze', ['sevdügüm', 'tarf', 'mümkin', 'baglamış', 'pâyân', 'hamd', 'bâlâ-yı', 'öpmege', 'ber-bâd', 'tesellî'])
('pâre', ['göz', 'tut', 'kıl', 'kal', 'yan', 'vasl', 'felek', 'âh', 'sîne', '‘aşkuñ'])
('naza', ['bâkî', 'gün', 'bil', 'gör', 'leb', '‘aşk', 'sîne', 'mey', 'cân', 'dil'])
('ahsen', ['hatt', 'na’l', 'gâh', 'tîr', 'şi’r', 'garaz', 'sakın', '‘aşkuñda', 'kan', '‘aceb'])
('dikkat', ['nisbet', 'nev-bahâr', 'hasret', 'kemend', 'hâtır', 'katla', 'hayâ', 'sâkıyâ', 'dehân', 'hırâmân'])
('urup', ['dûd', 'gevher', 'naza', 'kenâr', 'miyân', 'gûş', 'bâgda', 'yit', 'ned', 'kanla'])
('öldür', ['la’l', 'gam', 'çeker', 'yit', 'bülbül', 'baş', 'zülf', 'dil', 'eşk', 'kûy'])
('çâre', ['hançer', 'belâ', 'baş', 'değeriz', 'şarâb', '‘aşk', 'sîne', 'çeşm', 'dîde', 'kûy'])
('sıhhat', ['rûzgâr', 'diyü', 'giceler', 'çarh', 'çıkar', 'çekme', 'cism', 'iste', 'zerd', 'himmet'])
('cennet', ['şem’', 'rûy', '‘âşık', 'gel', 'yâr', 'san', 'gör', 'mahabbet', 'üzre', 'leb'])
('yüzle', ['açı', 'şehr', 'visâl', 'sünbül', 'fenâ', 'yol', 'geçe', 'çık', 'nakş', 'hâr'])
('alay', ['efgân', 'urup', '‘ârız', 'perîşân', 'sarây', 'menzil', 'kalb', 'helâk', 'siyeh', 'kahr'])
('havz', ['garrâ', 'hüner', 'döner', 'reftâr', 'çekme', 'niçün', 'ceng', '‘ömr', 'sadâ-yı', 'hasret'])
('kevser', ['olupdur', 'katı', 'dûst', 'dön', 'nihâl', 'halk', 'sipihr', 'tâc', 'âteş', 'üzre'])
('nûş', ['gör', 'bâkıyâ', 'bâkî', 'mey', 'meclis', 'bülbül', 'gel', 'dil', 'yâr', 'cân'])
('cinân', ['gûyâ', 'visâl', 'baht', 'çek', 'ter', 'şâh', 'cân', 'nâz', 'gör', 'safâ'])
('kusûr', ['metâ’', 'sanavber', 'bâga', '‘ademden', '‘akl', 'üstâd', 'rûh', 'düz', 'tıfl', 'sabâ'])
('olay', ['bâkîye', 'cennet', 'cenâb', 'yaraş', 'bud', 'velî', 'cemâl', 'âhir', 'pertev', '‘aşkı'])
('âhû', ['çâk', 'bâd', 'bezm', 'baht', '‘âşık', 'kûy', 'gül', 'seyr', 'hâl', 'yâr'])
('mânend', ['eger', 'serv', 'şevk', 'yan', 'şûh', 'çemen', 'gamze', 'gül', 'gör', 'âh'])
('cem', ['değeri', 'zülf', 'kadd', 'kıl', 'bak', 'eşk', '‘aşk', 'bend', 'la’l', 'bâkî'])
('sâf', ['göster', 'felek', 'câm', 'çeşm', 'bezm', 'hüsn', 'râh', 'çemen', 'bil', 'âb'])
('şöhret', ['üstâd', 'dünyâya', 'miyân', 'sûfî', 'çihre', '‘âlemi', 'defter', 'katı', 'cem’', 'baht'])
('etfâl', ['süleymân', 'agzı', 'pâydâr', 'kod', 'kef', 'getz', 'yap', 'dûr', 'adı', 'secde'])
('tevbe', ['kurbân', 'haylî', 'gülsitân', 'rûh', 'sevdâ', 'dendân', 'hûn', 'meydân', 'fikr', 'kanı'])
('nizâm', ['kâtib', 'okına', 'cür’ası', 'habâbâsâ', 'virilmiş', 'mesned', 'belî', 'merhamet', 'ser-â-pâ', 'hamrâ'])
('râm', ['zebûn', 'bud', 'vakt', 'şikest', 'a’lâ', 'egerçi', 'cilâ', 'hatt', 'âl', 'reftâr'])
('gündüz', ['sûfî', 'egerçi', 'niyâz', 'mestâne', 'sabr', 'bârî', 'çıkar', 'kıble', 'berg', 'şeh'])
('geçe', ['gel', 'zülf', 'bâkî', 'yâr', 'bülbül', 'san', 'serv', 'cân', 'dil', 'üzre'])
('kûs', ['zülâl', 'kemân', 'nisbet', 'kadd', 'dâg', 'şarâb', 'maksûd', 'şemşîr', 'sahn', 'derûn'])
('erkân', ['hâtem', '‘aşkına', 'idelden', 'habâb', 'pinhân', 'kâkül', 'şimşâd', 'zehî', 'i̇rdi', 'gaflet'])
('döşe', ['vuslat', 'fürkatde', '‘ar’ar', 'can', 'kadem', 'aldılar', 'lâleveş', 'öykü', 'lü’lû-yı', 'ezel'])
('yanında', ['hayâl', 'bülbül', 'mürg', 'mihnet', 'hüsn', 'bâkıyâ', 'kadd', 'eger', 'yaş', 'baş'])
('râz', ['tut', 'yan', 'mâh', 'hâl', 'zülf', 'zahm', 'gül', 'yaş', 'gün', 'felek'])
('sakla', ['nâzük', 'cemâl', 'bilz', 'âhir', 'bâkîyi', '‘ayş', 'erbâb', 'zâhid', 'velî', 'geh'])
('yemîn', ['ceng', 'nem', 'fezâ-yı', 'harf', 'agyâr', 'bun', 'iklîm', 'pür-hûn', 'degme', 'dil-rübâ'])
('mushaf', ['hemîşe', 'güher', 'göricek', 'çeng', 'tâze', 'gûyiyâ', 'nahl', 'nâr', 'âl', 'râh'])
('devrân', ['hüsn', 'câm', 'bâkî', 'zülf', 'gül', '‘aşk', 'dil', 'bülbül', 'gün', 'mey'])
('harîm', ['bâd', 'hançer', 'bâkıyâ', 'hüsn', 'câm', 'bahr', 'cevr', 'hâl', 'göz', 'zülf'])
('temâşâ', ['gamze', '‘aceb', 'gül', 'ruh', 'tut', 'bil', 'gam', 'kıl', 'gör', 'mâh'])
('taraf', ['hükm', 'del', 'oldugum', 'bilz', 'pâre', 'çeşme', 'kahr', 'nûr', 'şeh-bâz', 'nagme'])
('lâl', ['bâkî', 'câm', 'gör', 'kıl', 'yâr', 'âh', 'dil', 'gül', 'bülbül', 'gam'])
('nâlân', ['gûyâ', 'eger', 'meyl', 'mahabbet', 'saç', 'râh', 'mürg', 'seyr', '‘aşkuñ', 'mâh'])
('pâye', ['yaz', 'kıl', 'çek', 'güzel', 'yaş', 'rakîb', 'sûret', 'yâr', 'bâkî', 'şem’'])
('mansıb', ['eş’âr', 'ko', 'şerbet', 'ser-â-pâ', 'mübtelâ-yı', 'dermân', 'bûy', 'mâ', 'çekel', 'al'])
('ardınca', ['‘âkil', 'tenhâ', 'mülki', 'üstindedür', '‘ârif', 'tâk', 'harâb', 'zerre', 'meydân', 'semend'])
('takvâ', ['kâmil', 'çâre', 'kühl', 'şekli', '‘izâr', 'çekme', 'şikest', 'hilâl', 'himmet', 'yem'])
('bir', ['tut', 'çîn', 'yâd', 'derd', 'kûy', 'yit', 'anı', 'çek', 'sâkî', 'bezm'])
('kemter', ['ezel', 'zevrak', 'dem-be-dem', 'hadd', 'cefâ', 'rûzgâr', 'haber', 'katre', 'zer', 'husrev'])
('görk', ['müşgîn', 'elde', 'sabâ', 'pâdişâh', 'hatt', 'zâr', 'hûn', 'hûrşîd', 'na’l', 'resm'])
('sânî', ['‘izâruñ', 'idez', 'zühd', '‘izz', 'çerâg', 'eyleyüp', 'cinân', 'belâgat', 'ihtiyâr', 'yap'])
('teşbîh', ['zîbâ', 'tutar', 'fenâ', 'nigâr', 'bâgda', 'sabâ', 'gûş', 'sahn', 'revân', 'tîg'])
('vâdî', ['gerekse', 'yitz', 'güher', 'mîve', 'hvâb', 'safha', 'pîr', 'bahr', 'yir', 'sarı'])
('âdâb', ['h', 'hergiz', 'ele', 'hilâl', 'levh', 'cây', 'vâ’iz', 'görz', 'şikeste', 'şeb-nem'])
('cilâ', ['gir', 'dehr', '‘ayş', 'değeri', 'şevk', 'kaş', 'subh', 'belâ', 'şûh', 'yaş'])
('mahz', ['keme', 'almış', 'bâlâ', 'esîr', 'âfet', 'bûy', 'gavgâ', 'aglar', 'inciz', 'a’lâ'])
('hırka', ['güldür', '‘abes', 'rind', 'kûh', 'vîrâne', 'kod', 'idrâk', 'tañ', 'hvân', 'reşk'])
('perde', ['mihnet', 'baş', 'serv', 'derd', 'şûh', 'tut', 'hüsnü', 'yan', 'bend', 'çeşm'])
('fânûs', ['ahmer', 'şehd', 'tutar', 'mey-hâne', 'uran', 'şikâyet', 'kubbe', 'ihtiyâr', 'kitâb', 'i̇ki'])
('riyâz', ['gevher', 'dest', 'tâb', 'mest', 'cevr', 'kan', 'tâze', '‘aşkuñ', 'yâd', 'kul'])
('sid', ['mecnûn', 'agyâr', 'pertev', 'râh', 'pâre', 'vefâ', 'hakk', 'gevher', 'zâr', 'meger'])
('esîr', ['dûst', 'çeşm', 'serv', 'şevk', 'mahabbet', 'dîde', 'hüsn', 'vasf', 'gör', 'nâb'])
('birer', ['semend', 'hâsılı', 'garrâ', 'sadâ-yı', 'bâr', 'eyleyelüm', 'tîr', 'öldür', 'üstindedür', 'pâye'])
('inkâr', ['per', 'seng', 'gussa', 'kattâl', 'bes', 'beñzetdüm', 'subh-dem', 'kad', 'müşgîn', 'fazl'])
('sor', ['lü’lû-yı', 'kara', 'söyle', 'sal', 'meydân', 'and', 'görü', 'cenâb', 'bit', 'belâ'])
('anı', ['âh', 'gam', 'düş', 'bâg', 'yâr', 'kıl', 'bâd', 'şâh', 'cân', 'dil'])
('müferrih', ['fenâ', 'düz', 'la’', 'âdem', 'gûş', 'zîbâ', 'tâk', 'kadr', '‘aks', 'yaraş'])
('sarı', ['firâk', 'güher', 'baht', 'nihâl', 'bezm', 'berg', 'ihsân', 'kâmet', 'dehr', 'hâk'])
('rengin', ['bun', 'hîç', 'rind', 'hayl', 'bilş', 'cilâ', 'yüri', 'mübtelâ', 'cevher', 'gaflet'])
('dîbâ', ['hak', 'âl', 'dâg', 'hasret', 'hakîkat', 'hân', 'olupdur', 'kemân', '‘aşka', 'hurrem'])
('sîmîn', ['râh', 'kenâr', 'murâd', 'zâr', 'geç', '‘âlemde', 'devlet', 'âteş', 'baht', 'şem’'])
('hâr', ['bul', 'üzre', '‘aşk', 'bâkî', 'tur', 'gülşen', 'gamze', 'dil', 'bülbül', 'gam'])
('kul', ['gör', 'cân', 'gün', 'gül', 'bâkî', 'dil', 'ruh', 'câm', 'yâr', 'çemen'])
('çekme', ['tur', 'düş', 'gel', 'gör', 'âb', 'âteş', 'kadd', 'la’l', 'mey', '‘aşk'])
('bula', ['niyâz', 'himmet', 'vefâ', 'hûb', 'sîr-âb', 'cism', 'sûfî', 'cefâ', '‘aşkı', 'kemend'])
('âheng', ['gama', 'keştî', 'sirişk', 'mânend', 'ra’nâ', 'gazel', 'hâsıl', 'tol', 'çıkar', 'üftâde'])
('mahrem', ['şemşîr', 'dîvâne', 'diyü', 'değeriz', 'çekme', 'tab’', 'gün', 'âteş', 'hemân', 'iste'])
('elem', ['revân', 'serv', 'geç', 'zülf', 'dehr', 'vasl', 'âh', 'san', 'şevk', 'dah'])
('nükte', ['şehr', 'nergis', 'revân', 'dah', 'diyü', 'bâg', 'ten', 'cân', 'sîne', 'safâ'])
('âşikâr', ['reh', 'def’', 'teşbîh', 'gez', 'yir', 'ayagı', 'müdâm', 'zehî', 'bâ’is', 'nâb'])
('çeki', ['sünbül', 'lutf', 'iste', 'dah', 'sâkî', 'vasl', 'meclis', 'ten', 'cân', 'çek'])
('hûb', ['şâh', 'devlet', 'gör', 'eger', 'kûy', 'sultân', 'gamze', 'leb', 'kıl', 'bezm'])
('vasl', ['dil', 'bâkî', 'gül', 'sîne', 'cân', 'yâr', 'kıl', 'gel', 'câm', 'düş'])
('mahbûb', ['kalb', 'safha', 'semend', 'çeng', 'çekme', 'nâzük', 'hemân', 'cennet', 'nigâr', 'egerçi'])
('vuslat', ['tut', 'düş', 'çeker', 'gam', 'mâh', 'kûy', 'mihr', 'san', 'dü', 'gamze'])
('keder', ['esrâr', '‘i̇zz', 'şems', 'sadef', 'nizâ', 'kana', 'yir', 'dârâ', 'sirişk', 'huzûr'])
('iştihâr', ['art', 'asl', 'aldı', 'giriftâr', 'pend', 'hidmet', 'pâdişâh', 'allâh', 'bir', 'bâzû'])
('hatâ', ['meydân', 'eylem', 'mihnet', 'hatt', '‘arz', 'karşu', 'salı', 'vasf', 'pâk', 'bil'])
('ümîd', ['sâkıyâ', 'subh', 'mihnet', 'cism', 'revân', 'kul', 'hatt', 'rûzgâr', 'çeşm', '‘âlemde'])
